VIV_SEL,H_MUD,CD,ENT,MUN,LOC,AGEB,PRO_VIV,PER,R_DEF,FCHDEFDIA,FCHDEFMES,FCHDEFH_I,FCHDEFM_I,FCHDEFH_T,FCHDEFM_T,R_INF,R_SEL,SEL_SIT,SEL_SUST,N_ENT,N_TEL,SUP,NOM_ENT,CLV_ENT,NOM_JE,CLV_JE,TIPO_CUEST,AP1_1,AP1_2,AP2_1,AP2_2,AP2_3,AP2_4,FAC_VIV,DOMINIO,UPM,UPM_DIS,EST,EST_DIS
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","3
","1
","1
","1
","
","
","979.4386
","U
","3004381
","21210
","2
","0410
"
"02
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","1
","5
","1
","
","
","979.4386
","U
","3004381
","21210
","2
","0410
"
"04
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","1
","4
","1
","
","
","979.4386
","U
","3004381
","21210
","2
","0410
"
"05
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","1
","1
","1
","
","
","979.4386
","U
","3004381
","21210
","2
","0410
"
"01
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","986.3806
","U
","3004407
","21220
","2
","0410
"
"02
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","986.3806
","U
","3004407
","21220
","2
","0410
"
"04
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","3
","1
","1
","1
","
","
","986.3806
","U
","3004407
","21220
","2
","0410
"
"01
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","860.1749
","U
","3004413
","21230
","3
","0420
"
"02
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","860.1749
","U
","3004413
","21230
","3
","0420
"
"03
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","860.1749
","U
","3004413
","21230
","3
","0420
"
"05
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","860.1749
","U
","3004413
","21230
","3
","0420
"
"01
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","6
","1
","
","
","667.4714
","U
","3004436
","21240
","1
","0400
"
"02
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","667.4714
","U
","3004436
","21240
","1
","0400
"
"04
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","667.4714
","U
","3004436
","21240
","1
","0400
"
"05
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","667.4714
","U
","3004436
","21240
","1
","0400
"
"02
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","846.235
","U
","3004457
","21250
","2
","0410
"
"03
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","846.235
","U
","3004457
","21250
","2
","0410
"
"04
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","846.235
","U
","3004457
","21250
","2
","0410
"
"05
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","846.235
","U
","3004457
","21250
","2
","0410
"
"01
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","1
","2
","1
","
","
","1001.651
","U
","3004467
","21260
","3
","0420
"
"03
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","1001.651
","U
","3004467
","21260
","3
","0420
"
"04
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","1001.651
","U
","3004467
","21260
","3
","0420
"
"05
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","1
","3
","1
","
","
","1001.651
","U
","3004467
","21260
","3
","0420
"
"01
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","1174.0964
","U
","3004468
","21270
","3
","0420
"
"02
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","1174.0964
","U
","3004468
","21270
","3
","0420
"
"05
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","1174.0964
","U
","3004468
","21270
","3
","0420
"
"02
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","977.4112
","U
","3004469
","21280
","3
","0420
"
"03
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","2
","2
","5
","1
","
","
","977.4112
","U
","3004469
","21280
","3
","0420
"
"05
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","2
","1
","3
","1
","
","
","977.4112
","U
","3004469
","21280
","3
","0420
"
"01
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","1
","3
","1
","
","
","1346.3269
","U
","3004490
","21290
","4
","0430
"
"01
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","852.7765
","U
","3004528
","21300
","3
","0420
"
"02
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","852.7765
","U
","3004528
","21300
","3
","0420
"
"03
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","852.7765
","U
","3004528
","21300
","3
","0420
"
"02
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","961.903
","U
","3004532
","21310
","3
","0420
"
"03
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","961.903
","U
","3004532
","21310
","3
","0420
"
"04
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","961.903
","U
","3004532
","21310
","3
","0420
"
"05
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","961.903
","U
","3004532
","21310
","3
","0420
"
"01
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","894.9459
","U
","3004546
","21320
","3
","0420
"
"02
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","894.9459
","U
","3004546
","21320
","3
","0420
"
"04
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","894.9459
","U
","3004546
","21320
","3
","0420
"
"05
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","894.9459
","U
","3004546
","21320
","3
","0420
"
"01
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","852.3747
","U
","3004603
","21330
","2
","0410
"
"02
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","852.3747
","U
","3004603
","21330
","2
","0410
"
"03
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","1
","1
","1
","
","
","852.3747
","U
","3004603
","21330
","2
","0410
"
"04
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","1
","1
","1
","
","
","852.3747
","U
","3004603
","21330
","2
","0410
"
"05
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","1
","17
","1
","
","
","852.3747
","U
","3004603
","21330
","2
","0410
"
"01
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","1
","3
","1
","
","
","929.3173
","U
","3004643
","21340
","2
","0410
"
"02
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","1
","3
","1
","
","
","929.3173
","U
","3004643
","21340
","2
","0410
"
"03
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","1
","1
","1
","
","
","929.3173
","U
","3004643
","21340
","2
","0410
"
"04
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","1
","3
","1
","
","
","929.3173
","U
","3004643
","21340
","2
","0410
"
"05
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","1
","3
","1
","
","
","929.3173
","U
","3004643
","21340
","2
","0410
"
"01
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","863.8171
","U
","3004668
","21350
","2
","0410
"
"02
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","1
","8
","1
","
","
","863.8171
","U
","3004668
","21350
","2
","0410
"
"03
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","1
","2
","1
","
","
","863.8171
","U
","3004668
","21350
","2
","0410
"
"04
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","3
","1
","3
","1
","
","
","863.8171
","U
","3004668
","21350
","2
","0410
"
"05
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","863.8171
","U
","3004668
","21350
","2
","0410
"
"02
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","1252.6699
","U
","3004692
","21360
","4
","0430
"
"03
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","1252.6699
","U
","3004692
","21360
","4
","0430
"
"04
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","1252.6699
","U
","3004692
","21360
","4
","0430
"
"01
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","1
","3
","1
","
","
","835.1763
","U
","3004700
","21370
","2
","0410
"
"02
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","1
","5
","1
","
","
","835.1763
","U
","3004700
","21370
","2
","0410
"
"03
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","835.1763
","U
","3004700
","21370
","2
","0410
"
"04
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","1
","2
","1
","
","
","835.1763
","U
","3004700
","21370
","2
","0410
"
"05
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","835.1763
","U
","3004700
","21370
","2
","0410
"
"02
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","1087.0411
","U
","3004728
","21380
","2
","0410
"
"05
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","1
","3
","1
","
","
","1087.0411
","U
","3004728
","21380
","2
","0410
"
"02
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","1
","2
","1
","
","
","931.7422
","U
","3004756
","21390
","2
","0410
"
"03
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","931.7422
","U
","3004756
","21390
","2
","0410
"
"04
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","1
","5
","1
","
","
","931.7422
","U
","3004756
","21390
","2
","0410
"
"01
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","1
","7
","1
","
","
","1134.4348
","U
","3004757
","21400
","2
","0410
"
"02
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","1
","3
","2
","02
","1
","1134.4348
","U
","3004757
","21400
","2
","0410
"
"03
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","1134.4348
","U
","3004757
","21400
","2
","0410
"
"01
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","827.3527
","U
","3004859
","21410
","2
","0410
"
"02
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","827.3527
","U
","3004859
","21410
","2
","0410
"
"03
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","827.3527
","U
","3004859
","21410
","2
","0410
"
"04
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","827.3527
","U
","3004859
","21410
","2
","0410
"
"05
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","1
","1
","1
","
","
","827.3527
","U
","3004859
","21410
","2
","0410
"
"01
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","1
","4
","1
","
","
","1005.9872
","U
","3004898
","21420
","3
","0420
"
"02
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","1005.9872
","U
","3004898
","21420
","3
","0420
"
"03
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","1005.9872
","U
","3004898
","21420
","3
","0420
"
"04
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","1
","5
","1
","
","
","1005.9872
","U
","3004898
","21420
","3
","0420
"
"05
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","1005.9872
","U
","3004898
","21420
","3
","0420
"
"01
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","1
","4
","1
","
","
","1320.8585
","U
","3004945
","21430
","3
","0420
"
"02
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","1320.8585
","U
","3004945
","21430
","3
","0420
"
"03
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","1
","3
","1
","
","
","1320.8585
","U
","3004945
","21430
","3
","0420
"
"05
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","1
","2
","1
","
","
","1320.8585
","U
","3004945
","21430
","3
","0420
"
"01
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","1212.4275
","U
","3004981
","21440
","4
","0430
"
"02
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","1212.4275
","U
","3004981
","21440
","4
","0430
"
"05
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","1212.4275
","U
","3004981
","21440
","4
","0430
"
"01
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","927.243
","U
","3005058
","21450
","2
","0410
"
"02
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","927.243
","U
","3005058
","21450
","2
","0410
"
"03
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","927.243
","U
","3005058
","21450
","2
","0410
"
"04
","0
","50
","30
","193
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","7
","1
","
","
","927.243
","U
","3005058
","21450
","2
","0410
"
"02
","0
","50
","30
","193
","0087
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","907.5806
","U
","3007649
","21460
","3
","0420
"
"03
","0
","50
","30
","193
","0087
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","1
","5
","1
","
","
","907.5806
","U
","3007649
","21460
","3
","0420
"
"04
","0
","50
","30
","193
","0087
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","907.5806
","U
","3007649
","21460
","3
","0420
"
"05
","0
","50
","30
","193
","0087
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","907.5806
","U
","3007649
","21460
","3
","0420
"
"01
","0
","50
","30
","193
","0087
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","901.5109
","U
","3007654
","21470
","2
","0410
"
"02
","0
","50
","30
","193
","0087
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","6
","1
","
","
","901.5109
","U
","3007654
","21470
","2
","0410
"
"03
","0
","50
","30
","193
","0087
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","901.5109
","U
","3007654
","21470
","2
","0410
"
"05
","0
","50
","30
","193
","0087
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","901.5109
","U
","3007654
","21470
","2
","0410
"
"01
","0
","50
","30
","193
","0087
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","709.9254
","U
","3007692
","21480
","2
","0410
"
"02
","0
","50
","30
","193
","0087
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","709.9254
","U
","3007692
","21480
","2
","0410
"
"03
","0
","50
","30
","193
","0087
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","709.9254
","U
","3007692
","21480
","2
","0410
"
"04
","0
","50
","30
","193
","0087
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","709.9254
","U
","3007692
","21480
","2
","0410
"
"02
","0
","50
","30
","028
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","1426.2992
","U
","3008111
","21490
","3
","0420
"
"03
","0
","50
","30
","028
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
